,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
3287,0,64,0,509,333,1023,0,80,2,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3288,0,24,0,114,0,0,1479,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
3289,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3290,0,26,0,0,2768,0,5,559,0,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3291,0,31,0,1415,0,271,412,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
3292,0,18,0,0,1201,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3293,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3294,0,34,0,135,207,0,1471,876,1,1,0,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3295,0,32,0,1,946,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3296,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3297,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3298,0,39,0,1230,0,7,163,48,2,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3299,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3300,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3301,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3302,0,24,0,0,1455,172,7690,20,0,3,1,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3303,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3304,1,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3305,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3306,0,21,0,0,0,256,979,0,0,0,1,3,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3307,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3308,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3309,0,41,0,149,1,2216,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3310,0,32,0,976,0,84,22,0,2,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3311,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3312,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3313,0,40,0,0,0,0,292,1334,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3314,0,45,0,381,1,1512,586,0,2,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3315,0,30,0,1,0,478,4,321,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3316,0,56,0,758,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3317,0,13,0,0,324,138,49,133,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3318,0,19,0,0,0,39,449,321,0,0,1,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3319,1,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3321,0,60,0,250,0,0,355,6,2,0,0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3322,1,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3323,1,20,0,0,0,0,0,-152,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3324,0,64,0,245,2414,0,0,13,2,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3325,0,34,0,0,1415,0,0,1238,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3326,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3327,0,62,0,933,0,0,28,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3328,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3329,0,33,0,229,248,0,402,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3330,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3331,0,51,0,0,491,0,298,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3332,0,23,0,514,0,22,1,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3333,0,18,0,96,0,607,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3334,0,47,0,1095,320,1015,0,0,2,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3335,0,58,0,0,0,806,0,15,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3336,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3337,0,44,0,106,0,2561,348,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3338,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3339,0,43,0,0,726,1,23,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3340,0,21,0,2,0,0,697,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3341,0,29,0,1061,7,312,0,11,2,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
3342,0,13,0,33,28,685,27,333,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3343,0,16,0,13,805,2,8,6,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3344,0,25,0,0,733,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3345,0,19,0,0,1,451,1100,67,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3346,0,29,0,0,2783,195,897,852,0,3,1,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3347,0,35,1,0,3131,0,203,719,0,3,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3348,0,56,0,132,4531,2,119,67,1,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3349,0,20,0,612,154,4,17,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3350,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3351,0,18,0,350,0,107,0,892,2,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3352,0,26,0,1189,0,632,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3353,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
3354,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3355,0,36,0,0,152,0,146,329,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3356,0,25,0,1197,102,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3357,1,2,0,0,0,-87,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3358,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3359,1,18,0,0,0,0,0,277,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3360,0,60,0,0,1959,91,2206,7229,0,3,1,4,3,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3361,1,26,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3362,0,36,0,0,911,0,749,1,0,2,0,3,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3363,0,22,0,848,0,5,445,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
3364,1,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3365,0,37,0,48,84,0,20,658,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3366,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3367,0,44,0,1,0,373,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3368,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3369,0,31,0,953,0,20,382,556,2,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3370,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3371,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3372,0,19,0,0,1,757,12,18,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3373,0,33,0,157,645,0,1447,1,1,2,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3374,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3375,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3376,0,44,0,334,80,0,1019,1966,2,1,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3377,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3378,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3379,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3380,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3381,0,39,0,350,134,0,0,319,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3382,0,27,0,837,0,0,36,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3383,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3384,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3385,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3386,0,41,0,366,0,0,17,331,2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3387,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3388,0,27,0,213,1083,1,0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
3389,0,39,0,791,0,0,94,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3390,0,34,0,0,14,775,14,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3391,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3392,1,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3393,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3394,0,13,0,78,1,16,5,1868,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3395,0,50,0,14,0,3,483,0,1,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3396,0,24,0,31,0,232,232,1026,1,0,1,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3397,0,18,0,1551,228,0,261,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3398,0,24,0,651,0,0,38,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3399,1,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3400,0,22,0,0,796,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3401,0,13,0,1087,36,19,6,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3402,1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3403,0,30,0,0,0,61,566,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3404,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3405,1,23,0,0,0,0,419,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3406,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3407,1,37,0,0,0,0,-126,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3408,0,21,0,0,0,3,0,1617,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3409,0,54,0,0,384,0,37,1721,0,1,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3410,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3411,0,36,0,698,63,1,1,135,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3412,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3413,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3414,0,23,0,49,2110,8,0,568,1,3,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3415,0,40,0,7,0,83,230,220,1,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
3416,0,18,0,0,0,0,0,677,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3417,0,25,0,61,0,701,75,68,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
3418,0,24,0,1289,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3419,0,37,0,0,203,0,603,629,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3420,0,25,0,13,1618,0,1,132,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3421,0,24,0,433,110,209,23,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3422,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3423,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3424,0,22,0,0,270,0,0,486,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3425,0,24,0,0,2,0,1,733,0,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3426,0,17,0,190,0,519,182,4,2,0,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3427,1,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3428,0,23,0,11,1017,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3429,0,29,0,84,97,28,496,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3430,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3431,0,22,0,0,0,976,1713,0,0,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3432,0,2,0,0,0,0,247,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3433,0,28,0,606,23,3,16,154,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3434,0,20,0,0,0,0,0,275,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3435,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3436,0,26,0,0,742,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3437,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3438,0,21,0,331,3485,1110,598,706,2,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3439,0,20,0,0,709,0,6,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3440,0,19,0,1651,0,0,0,1120,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3441,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3442,1,58,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3443,1,13,0,0,0,0,-102,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3444,0,32,0,482,0,0,321,0,2,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3445,1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3446,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3447,0,47,0,0,3361,0,1344,3228,0,3,0,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3448,0,38,0,0,1222,0,734,3153,0,2,0,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3449,0,47,0,0,744,0,8911,1165,0,2,0,4,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3450,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3451,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3452,1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3453,0,34,0,0,4402,9,788,79,0,4,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
3454,0,60,0,0,30,173,572,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3455,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3456,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3457,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
3458,1,39,1,0,0,186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3459,0,19,0,0,1379,0,70,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3460,0,18,0,20,0,572,254,452,1,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3461,0,34,0,0,0,1349,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3462,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3463,0,30,0,1487,306,478,65,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3464,1,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
3465,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3466,0,33,0,0,673,0,0,783,0,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3467,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3468,0,29,0,1118,0,606,50,0,2,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3469,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3470,1,47,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3471,0,26,1,1141,315,652,0,0,2,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
3472,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3473,0,18,0,0,569,0,645,4,0,1,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3474,0,27,0,1382,0,0,0,62,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
3475,0,27,0,0,1822,0,97,1165,0,3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3476,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3477,0,25,0,2044,10302,0,4,4009,2,4,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3478,0,26,0,1022,0,140,20,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
3479,0,20,0,718,0,0,0,43,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
3480,0,52,0,0,3453,2228,7,2342,0,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3481,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3482,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3483,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3484,0,22,0,0,545,0,145,0,0,2,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3485,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3486,0,44,0,0,729,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3487,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3488,0,20,0,0,7,1393,11,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3489,0,29,0,150,1459,0,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
3490,0,28,0,71,296,323,2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3491,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3492,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3493,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
3494,0,15,0,0,230,0,214,1106,0,1,0,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3495,1,32,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3496,0,15,0,1660,0,1245,0,0,2,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3497,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
3498,0,20,0,0,6,259,367,713,0,1,1,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3499,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3500,0,32,1,0,1111,95,1439,221,0,2,0,3,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3501,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3502,0,18,0,0,1381,0,0,3,0,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
3503,0,49,0,0,583,225,69,305,0,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
